I (3488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (36998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (37458) main: ADC0:    0; DAC0:    0; PID: 21.755001
